Player,Team,Cmp,Att,Yds,TD,Int,AvgRate,PassRate,Year,PlID
RobertGriffinIII,BAL,797,1262,9250,43,30,71.77,86.70430533544639,2020,RobertGriffinIII2020
TomBrady,TAM,7262,11314,84514,624,203,96.92,97.6043692180779,2021,TomBrady2021
JustinHerbert,LAC,839,1267,9350,69,25,98.0,97.94626414101553,2021,JustinHerbert2021
MatthewStafford,LAR,4302,6825,49995,323,161,91.07,91.07905982905983,2021,MatthewStafford2021
PatrickMahomes,KAN,1550,2345,18991,151,37,100.44,105.79868514570008,2021,PatrickMahomes2021
DerekCarr,LVR,2896,4456,31700,193,85,92.61,92.37357869539198,2021,DerekCarr2021
JoeBurrow,CIN,630,924,7299,47,19,99.05,100.20292207792207,2021,JoeBurrow2021
DakPrescott,DAL,1924,2889,22083,143,50,98.65,98.7185589015807,2021,DakPrescott2021
JoshAllen,BUF,1245,1999,14114,103,46,88.15,90.99028681007172,2021,JoshAllen2021
KirkCousins,MIN,2825,4223,32593,223,91,95.43,98.61127555450312,2021,KirkCousins2021
AaronRodgers,GNB,4616,7059,55031,448,92,104.74,104.78378665533361,2021,AaronRodgers2021
MattRyan,ATL,5242,8003,59735,367,170,93.99,94.20243450372777,2021,MattRyan2021
JimmyGaroppolo,SFO,940,1387,11664,70,38,98.77,99.00714972362414,2021,JimmyGaroppolo2021
MacJones,NWE,352,521,3801,22,13,92.5,92.462412028151,2021,MacJones2021
KylerMurray,ARI,1057,1581,11480,70,34,94.1,93.85014758591609,2021,KylerMurray2021
BenRoethlisberger,PIT,5440,8443,64088,418,211,92.38,93.49436416755498,2021,BenRoethlisberger2021
RyanTannehill,TEN,2702,4209,30729,199,102,93.23,91.66221192682346,2021,RyanTannehill2021
TrevorLawrence,JAX,359,602,3641,12,17,71.9,71.85769656699888,2021,TrevorLawrence2021
CarsonWentz,IND,1884,3008,20374,140,57,90.65,90.11801861702126,2021,CarsonWentz2021
TaylorHeinicke,WAS,356,551,3739,21,18,73.25,83.29174228675136,2021,TaylorHeinicke2021
JaredGoff,DET,1868,2915,21416,126,63,88.87,91.50014293882217,2021,JaredGoff2021
JalenHurts,PHI,342,580,4205,22,13,82.4,84.73419540229884,2021,JalenHurts2021
RussellWilson,SEA,3079,4735,37059,292,87,101.97,101.78326293558607,2021,RussellWilson2021
TeddyBridgewater,DEN,1323,1986,14437,71,42,88.43,90.99110439744881,2021,TeddyBridgewater2021
BakerMayfield,CLE,1185,1924,14125,92,56,87.88,87.8096846846847,2021,BakerMayfield2021
LamarJackson,BAL,852,1329,9967,84,31,96.03,98.1047780285929,2021,LamarJackson2021
DavisMills,HOU,263,394,2664,16,10,88.8,88.84306260575295,2021,DavisMills2021
TuaTagovailoa,MIA,449,678,4467,27,15,88.6,88.77826941986233,2021,TuaTagovailoa2021
SamDarnold,CAR,972,1625,10624,54,52,76.62,76.91410256410256,2021,SamDarnold2021
DanielJones,NYG,796,1268,8398,45,29,84.3,84.29284963196636,2021,DanielJones2021
ZachWilson,NYJ,213,383,2334,9,11,69.7,69.68559617058312,2021,ZachWilson2021
JustinFields,CHI,159,270,1870,7,10,73.2,73.22530864197532,2021,JustinFields2021
AndyDalton,CHI,3122,5018,35279,226,135,86.98,87.0267038660821,2021,AndyDalton2021
JacobyBrissett,MIA,723,1196,7723,36,17,82.93,83.47617056856187,2021,JacobyBrissett2021
JameisWinston,NOR,1658,2709,20907,135,91,89.97,87.85760428202288,2021,JameisWinston2021
TrevorSiemian,NOR,606,1029,6843,41,27,75.62,81.21760609005507,2021,TrevorSiemian2021
TylerHuntley,BAL,122,188,1081,3,4,76.6,76.57358156028367,2021,TylerHuntley2021
TaysomHill,NOR,166,255,1906,8,7,87.1,86.4950980392157,2021,TaysomHill2021
TyrodTaylor,HOU,923,1501,10504,58,23,82.48,88.98095713968465,2021,TyrodTaylor2021
MikeWhite,NYJ,88,132,953,5,8,75.1,75.09469696969697,2021,MikeWhite2021
MikeGlennon,NYG,658,1105,6720,44,35,74.78,77.1210407239819,2021,MikeGlennon2021
DrewLock,DEN,421,710,4740,25,20,81.83,79.31338028169014,2021,DrewLock2021
ColtMcCoy,ARI,657,1059,6975,31,29,80.21,79.57389046270066,2021,ColtMcCoy2021
GenoSmith,SEA,560,955,6611,32,36,82.54,75.25523560209423,2021,GenoSmith2021
CamNewton,CAR,2682,4474,32382,194,123,82.73,85.19501564595441,2021,CamNewton2021
JoshJohnson,2TM,191,337,2159,13,16,69.97,69.08382789317508,2021,JoshJohnson2021
TreyLance,SFO,41,71,603,5,2,97.3,97.32981220657278,2021,TreyLance2021
TimBoyle,DET,61,94,526,3,6,63.5,63.51950354609929,2021,TimBoyle2021
CaseKeenum,CLE,1351,2163,14830,78,48,84.57,85.47445677300047,2021,CaseKeenum2021
GardnerMinshewII,PHI,542,857,5969,41,12,97.3,93.92016725009724,2021,GardnerMinshewII2021
CooperRush,DAL,30,47,422,3,1,105.1,105.09751773049645,2021,CooperRush2021
JordanLove,GNB,36,62,411,2,3,68.7,68.68279569892474,2021,JordanLove2021
PJWalker,CAR,68,122,730,2,8,51.15,51.605191256830594,2021,PJWalker2021
JoeFlacco,NYJ,3771,6108,41269,227,144,86.1,84.24948155424579,2021,JoeFlacco2021
MasonRudolph,PIT,236,384,2366,16,11,80.17,80.92447916666666,2021,MasonRudolph2021
NickFoles,CHI,1277,2045,14003,82,43,89.4,87.25651996740015,2021,NickFoles2021
JakeFromm,NYG,27,60,210,1,3,38.9,38.88888888888889,2021,JakeFromm2021
GarrettGilbert,WAS,41,69,437,1,1,77.25,76.78140096618357,2021,GarrettGilbert2021
SeanMannion,MIN,56,94,500,1,2,63.9,68.572695035461,2021,SeanMannion2021
BrandonAllen,CIN,146,260,1589,10,6,77.3,77.54807692307692,2021,BrandonAllen2021
NickMullens,CLE,407,630,4861,26,22,88.03,87.2751322751323,2021,NickMullens2021
IanBook,NOR,12,20,135,0,2,40.6,38.54166666666667,2021,IanBook2021
RyanFitzpatrick,WAS,3072,5060,34990,223,169,80.05,82.26284584980237,2021,RyanFitzpatrick2021
